Name,Subtitle,Acceleration,TopSpeed,Range,Efficiency,FastChargeSpeed,Drive,NumberofSeats,PriceinGermany,PriceinUK,region,address,aux addres,latitude,longitude,type,power,service,Brand,Model,AccelSec,TopSpeed_KmH,Range_Km,Efficiency_WhKm,FastCharge_KmH,RapidCharge,PowerTrain,PlugType,BodyStyle,Segment,Seats,PriceEuro,Car,Style,Transmission,VehicleType,PriceRange(Lakhs),Capacity,BootSpace,BaseModel,TopModel
,,,,,,,,,,,NDMC,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001","Electric Vehicle Charger, Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.617783,77.2129959,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"FICCI, FICCI Chowk, Mandi House, Todermal Road Area, Mandi House, New Delhi110001","Electric Vehicle Charger, FICCI, FICCI Chowk, Mandi House, Todermal Road Area, Mandi House, New Delhi110001",28.6268691,77.231853,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Charak Palika Hospital, C7 Lane, Moti Bagh 1, Blok F, New Moti Bagh, New Delhi 110021","Electric Vehicle Charger, Charak Palika Hospital, C7 Lane, Moti Bagh 1, Blok F, New Moti Bagh, New Delhi 110021",28.5852879,77.177094,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"PSOI Club, Chanakyapuri, New Delhi 110021","Electric Vehicle Charger, PSOI Club, Chanakyapuri, New Delhi 110021",28.586617,77.19364,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"PSOI Club, Chanakyapuri, New Delhi 110021","Electric Vehicle Charger, PSOI Club, Chanakyapuri, New Delhi 110021",28.586617,77.19364,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Near Snow White, Block D, Inner Circle, Connaught Place, New Delhi 110001","Electric Vehicle Charger, Near Snow White, Block D, Inner Circle, Connaught Place, New Delhi 110001",28.6336306,77.220579,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Outside Van Heusen Showroom, Block C, Inner Circle, Connaught Place, New Delhi 110001","Electric Vehicle Charger, Outside Van Heusen Showroom, Block C, Inner Circle, Connaught Place, New Delhi 110001",28.6329899,77.2179805,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"16-B, Woodland Showroom, Block B, Connaught Place, New Delhi 110001","Electric Vehicle Charger, 16-B, Woodland Showroom, Block B, Connaught Place, New Delhi 110001",28.6340719,77.2187798,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,CMRL,Nandanam Metro station Chennai  (CMRL),"Electric Vehicle Charger, Nandanam Metro station Chennai  (CMRL)",12.9959222,80.2102867,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,CMRL,Nandanam Metro station Chennai  (CMRL),"Electric Vehicle Charger, Nandanam Metro station Chennai  (CMRL)",12.9959222,80.2102867,AC-001,10(3.3 kW each),Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Maha Metro,"Nagpur Airport Metro Station, Nagpur","Electric Vehicle Charger, Nagpur Airport Metro Station, Nagpur",21.0868801,79.0635586,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Maha Metro,"Nagpur Airport Metro Station, Nagpur","Electric Vehicle Charger, Nagpur Airport Metro Station, Nagpur",21.0868801,79.0635586,AC-001,10(3.3 kW each),Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Yashwant Place, Chanakyapuri, New Delhi- 110021","Electric Vehicle Charger, Yashwant Place, Chanakyapuri, New Delhi- 110021",28.5853056,77.191,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Outside Bharat Sanchar Bhawan, Ashoke Road, Janpath, New Delhi- 110001","Electric Vehicle Charger, Outside Bharat Sanchar Bhawan, Ashoke Road, Janpath, New Delhi- 110001",28.6222241,77.2142492,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Dharma Marg, Block Y, Diplomatic Enclave, Malcha Market, New Delhi- 110021","Electric Vehicle Charger, Dharma Marg, Block Y, Diplomatic Enclave, Malcha Market, New Delhi- 110021",28.6023562,77.1866178,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Charak Palika Hospital, C7 Lane, Moti Bagh 1, Blok F, New Moti Bagh, New Delhi 110021","Electric Vehicle Charger, Charak Palika Hospital, C7 Lane, Moti Bagh 1, Blok F, New Moti Bagh, New Delhi 110021",28.5852879,77.177094,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Gate No. 1, Lodhi Garden, Lodhi Estate, Lodhi Road, New Delhi 110003","Electric Vehicle Charger, Gate No. 1, Lodhi Garden, Lodhi Estate, Lodhi Road, New Delhi 110003",28.5907109,77.2242844,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Akashvani Bhawan, Sansad Marg, New Delhi 110001","Electric Vehicle Charger, Akashvani Bhawan, Sansad Marg, New Delhi 110001",28.6245157,77.2135555,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Opposite IVORY Mart, F Block, Inner Circle, Connaught Place, New Delhi 110001","Electric Vehicle Charger, Opposite IVORY Mart, F Block, Inner Circle, Connaught Place, New Delhi 110001",28.5503609,77.2139161,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Near ICICI Bank/Metro Gate No. 7 & 8, Block A, Inner Circle, Connaught Place, New Delhi 110001","Electric Vehicle Charger, Near ICICI Bank/Metro Gate No. 7 & 8, Block A, Inner Circle, Connaught Place, New Delhi 110001",28.632723,77.217847,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Gopal Das Building, Barakhamba Road, Connaught Lane, Barakhamba, New Delhi110001","Electric Vehicle Charger, Gopal Das Building, Barakhamba Road, Connaught Lane, Barakhamba, New Delhi110001",28.6325843,77.2229787,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Outside UCO Bank, Block H, RR3, Connaught Place, New Delhi","Electric Vehicle Charger, Outside UCO Bank, Block H, RR3, Connaught Place, New Delhi",28.6351128,77.2184205,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Press Club of India, 1, Raisina Road, Windsor Place, New Delhi110001","Electric Vehicle Charger, Press Club of India, 1, Raisina Road, Windsor Place, New Delhi110001",28.6171933,77.2136452,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Post Office, Laxmi Bai Nagar, Safderjung Flyover, New Delhi","Electric Vehicle Charger, Post Office, Laxmi Bai Nagar, Safderjung Flyover, New Delhi",28.578452,77.209231,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Electronic City , Metro Station parking gate no.2, Noida - 201301","Electric Vehicle Charger, Electronic City , Metro Station parking gate no.2, Noida - 201301",28.627941,77.37493,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"H Block market, Haldiram, Car parking , sector - 63 , Noida - 201301","Electric Vehicle Charger, H Block market, Haldiram, Car parking , sector - 63 , Noida - 201301",28.6265817,77.3752161,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Side of Hotel Claridges, Tees January Marg, Dr. APJ Abdul Kalam Road, New Delhi- 110003","Electric Vehicle Charger, Side of Hotel Claridges, Tees January Marg, Dr. APJ Abdul Kalam Road, New Delhi- 110003",28.602443,77.217889,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Gate No. 1, Lodhi Garden, Lodhi Estate, Lodhi Road, New Delhi 110003","Electric Vehicle Charger, Gate No. 1, Lodhi Garden, Lodhi Estate, Lodhi Road, New Delhi 110003",28.5907109,77.2242844,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Talkatora Garden, President's Estate, New Delhi110004","Electric Vehicle Charger, Talkatora Garden, President's Estate, New Delhi110004",28.6248358,77.1952435,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Talkatora Garden, President's Estate, New Delhi110004","Electric Vehicle Charger, Talkatora Garden, President's Estate, New Delhi110004",28.6248358,77.1952435,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Talkatora Stadium, President's Estate, New Delhi110004","Electric Vehicle Charger, Talkatora Stadium, President's Estate, New Delhi110004",28.6252943,77.1952344,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Indian Coffee House, Connaught Place, New Delhi","Electric Vehicle Charger, Indian Coffee House, Connaught Place, New Delhi",28.6308096,77.2161583,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Talkatora Garden, President's Estate, New Delhi110004","Electric Vehicle Charger, Talkatora Garden, President's Estate, New Delhi110004",28.6248358,77.1952435,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Talkatora Stadium, President's Estate, New Delhi110004","Electric Vehicle Charger, Talkatora Stadium, President's Estate, New Delhi110004",28.6252943,77.1952344,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,CMRL,"High Court Metro Station, Chennai","Electric Vehicle Charger, High Court Metro Station, Chennai",13.0318485,80.241973,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,CMRL,"High Court Metro Station, Chennai","Electric Vehicle Charger, High Court Metro Station, Chennai",13.0318485,80.241973,AC-001,10(3.3 kW each),Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,CMRL,"Koyam Bedu  Metro Station, Chennai","Electric Vehicle Charger, Koyam Bedu  Metro Station, Chennai",13.1092809,80.1523462,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,CMRL,"Koyam Bedu  Metro Station, Chennai","Electric Vehicle Charger, Koyam Bedu  Metro Station, Chennai",13.1092809,80.1523462,AC-001,10(3.3 kW each),Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,CMRL,"Anna Nagar East Metro Station, Chennai (CMRL)","Electric Vehicle Charger, Anna Nagar East Metro Station, Chennai (CMRL)",12.9959222,80.2102867,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,CMRL,"Anna Nagar East Metro Station, Chennai (CMRL)","Electric Vehicle Charger, Anna Nagar East Metro Station, Chennai (CMRL)",12.9959222,80.2102867,AC-001,10(3.3 kW each),Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"NMDC Parking, Dilli Haat, West Kidwai Nagar, New Delhi 110023","Electric Vehicle Charger, NMDC Parking, Dilli Haat, West Kidwai Nagar, New Delhi 110023",28.5772318,77.1972385,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Hotel Claridges, Tees January Marg, Dr. APJ Abdul Kalam Road, New Delhi- 110003","Electric Vehicle Charger, Hotel Claridges, Tees January Marg, Dr. APJ Abdul Kalam Road, New Delhi- 110003",28.602443,77.217889,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Janpath Guest House, Connaught Place, New Delhi","Electric Vehicle Charger, Janpath Guest House, Connaught Place, New Delhi",28.623779,77.218963,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"EESL N-Block GK-1, SDMC parking New Delhi","Electric Vehicle Charger, EESL N-Block GK-1, SDMC parking New Delhi",28.5568413,77.2340489,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"SDMC Parking, B6, Safderjung Enclave","Electric Vehicle Charger, SDMC Parking, B6, Safderjung Enclave",28.5503609,77.2139161,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"SDMC Parking, SDA Market, Hauz Khas, New Delhi, Delhi 110016","Electric Vehicle Charger, SDMC Parking, SDA Market, Hauz Khas, New Delhi, Delhi 110016",28.5463909,77.1963545,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"SDMC Parking, Aurbindo Market Place,Hauz Khas, New Delhi, Delhi 110016","Electric Vehicle Charger, SDMC Parking, Aurbindo Market Place,Hauz Khas, New Delhi, Delhi 110016",28.5453944,77.1908225,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"SDMC Parking, R Block, GK-1, DELHI-110016","Electric Vehicle Charger, SDMC Parking, R Block, GK-1, DELHI-110016",28.5500136,77.2448704,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NKDA,"Near Tank No 3, Opp Goutams, Street Number 24,Sub Central Business District Action Area 1, Action Area I, Newtown West Bengal 700156","Electric Vehicle Charger, Near Tank No 3, Opp Goutams, Street Number 24,Sub Central Business District Action Area 1, Action Area I, Newtown West Bengal 700156",22.579939,88.4531807,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NKDA,"Near Tank No 3, Opp Goutams, Street Number 24,Sub Central Business District Action Area 1, Action Area I, Newtown West Bengal 700156","Electric Vehicle Charger, Near Tank No 3, Opp Goutams, Street Number 24,Sub Central Business District Action Area 1, Action Area I, Newtown West Bengal 700156",22.579939,88.4531807,AC-001,10(3.3 kW each),Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NKDA,"NKDA New Town Business Club Parking Lot, AE Block(Newtown), Newtown, West Bengal 700059","Electric Vehicle Charger, NKDA New Town Business Club Parking Lot, AE Block(Newtown), Newtown, West Bengal 700059",22.585303,88.4569056,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NKDA,"NKDA New Town Business Club Parking Lot, AE Block(Newtown), Newtown, West Bengal 700059","Electric Vehicle Charger, NKDA New Town Business Club Parking Lot, AE Block(Newtown), Newtown, West Bengal 700059",22.585303,88.4569056,AC-001,10(3.3 kW each),Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NKDA,"Parking Lot, 7 Wonders, Gate No 4, Eco Park Entry Plaza, AA IIB, Newtown, Kolkata, West Bengal 700135","Electric Vehicle Charger, Parking Lot, 7 Wonders, Gate No 4, Eco Park Entry Plaza, AA IIB, Newtown, Kolkata, West Bengal 700135",22.603134,88.4671428,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NKDA,"Parking Lot, 7 Wonders, Gate No 4, Eco Park Entry Plaza, AA IIB, Newtown, Kolkata, West Bengal 700135","Electric Vehicle Charger, Parking Lot, 7 Wonders, Gate No 4, Eco Park Entry Plaza, AA IIB, Newtown, Kolkata, West Bengal 700135",22.603134,88.4671428,AC-001,10(3.3 kW each),Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NKDA,"Parking Lot Golf Club, Gate no. 6, Ecopark, Deshbandhu Nagar, Rekjuani, West Bengal 700156","Electric Vehicle Charger, Parking Lot Golf Club, Gate no. 6, Ecopark, Deshbandhu Nagar, Rekjuani, West Bengal 700156",22.5833562,88.4593418,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NKDA,"Parking Lot Golf Club, Gate no. 6, Ecopark, Deshbandhu Nagar, Rekjuani, West Bengal 700156","Electric Vehicle Charger, Parking Lot Golf Club, Gate no. 6, Ecopark, Deshbandhu Nagar, Rekjuani, West Bengal 700156",22.5833562,88.4593418,AC-001,10(3.3 kW each),Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NKDA,"NKDA Parking Lot, Beside Tata Memorial Cancer Hospital , 14, MAR(E-W), DH Block(Newtown), Action Area I, Newtown, Kolkata, West Bengal 700160","Electric Vehicle Charger, NKDA Parking Lot, Beside Tata Memorial Cancer Hospital , 14, MAR(E-W), DH Block(Newtown), Action Area I, Newtown, Kolkata, West Bengal 700160",22.5770971,88.4796319,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NKDA,"NKDA Parking Lot, Beside Tata Memorial Cancer Hospital , 14, MAR(E-W), DH Block(Newtown), Action Area I, Newtown, Kolkata, West Bengal 700160","Electric Vehicle Charger, NKDA Parking Lot, Beside Tata Memorial Cancer Hospital , 14, MAR(E-W), DH Block(Newtown), Action Area I, Newtown, Kolkata, West Bengal 700160",22.5770971,88.4796319,AC-001,10(3.3 kW each),Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NKDA,"NKDA Parking Lot, Beside Axis Mall, CF Block Newtown, Action Area 1C, Newtown, Kolkata, West Bengal 700156","Electric Vehicle Charger, NKDA Parking Lot, Beside Axis Mall, CF Block Newtown, Action Area 1C, Newtown, Kolkata, West Bengal 700156",22.5796534,88.459843,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NKDA,"NKDA Parking Lot, Beside Axis Mall, CF Block Newtown, Action Area 1C, Newtown, Kolkata, West Bengal 700156","Electric Vehicle Charger, NKDA Parking Lot, Beside Axis Mall, CF Block Newtown, Action Area 1C, Newtown, Kolkata, West Bengal 700156",22.5796534,88.459843,AC-001,10(3.3 kW each),Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Ganga Shopping Complex, Sector 29, Noida, Uttar Pradesh 201301","Electric Vehicle Charger, Ganga Shopping Complex, Sector 29, Noida, Uttar Pradesh 201301",28.5721498,77.3375462,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Near RTO OfficeSector 33A, Noida, Ghaziabad, Uttar Pradesh, 201301, India","Electric Vehicle Charger, Near RTO OfficeSector 33A, Noida, Ghaziabad, Uttar Pradesh, 201301, India",28.5821195,77.3266991,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Sector 15, Nithari, Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, 201301, India","Electric Vehicle Charger, Sector 15, Nithari, Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, 201301, India",28.6265817,77.3752161,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"road between sector 124 & 125 and beside SPCl Sector Road, Noida, Uttar Pradesh, 201313","Electric Vehicle Charger, road between sector 124 & 125 and beside SPCl Sector Road, Noida, Uttar Pradesh, 201313",28.5481935,77.3221938,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,Between kirti mann plaza and NMC hospital Sector 30 Noida,"Electric Vehicle Charger, Between kirti mann plaza and NMC hospital Sector 30 Noida",28.5727977,77.340531,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Sector 142, Noida, Uttar Pradesh, 201305","Electric Vehicle Charger,  Sector 142, Noida, Uttar Pradesh, 201305",28.6265817,77.3752161,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001","Electric Vehicle Charger, Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.617783,77.2129959,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001","Electric Vehicle Charger, Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.617783,77.2129959,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Gate No. 1, Lodhi Garden, Lodhi Estate, Lodhi Road, New Delhi 110003","Electric Vehicle Charger, Gate No. 1, Lodhi Garden, Lodhi Estate, Lodhi Road, New Delhi 110003",28.5907109,77.2242844,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Gate No. 1, Lodhi Garden, Lodhi Estate, Lodhi Road, New Delhi 110003","Electric Vehicle Charger, Gate No. 1, Lodhi Garden, Lodhi Estate, Lodhi Road, New Delhi 110003",28.5907109,77.2242844,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001","Electric Vehicle Charger, Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.617783,77.2129959,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001","Electric Vehicle Charger, Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.617783,77.2129959,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"NMDC Parking, Dilli Haat, West Kidwai Nagar, New Delhi 110023","Electric Vehicle Charger, NMDC Parking, Dilli Haat, West Kidwai Nagar, New Delhi 110023",28.5772318,77.1972385,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Op. C&R Textiles Ltd, sector-60, Noida","Electric Vehicle Charger, Op. C&R Textiles Ltd, sector-60, Noida",28.6021486,77.3627249,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Near Tata Advance Systems, sector- 59, Noida","Electric Vehicle Charger, Near Tata Advance Systems, sector- 59, Noida",28.6075627,77.3683319,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
