Name,Subtitle,Acceleration,TopSpeed,Range,Efficiency,FastChargeSpeed,Drive,NumberofSeats,PriceinGermany,PriceinUK,region,address,aux addres,latitude,longitude,type,power,service,Brand,Model,AccelSec,TopSpeed_KmH,Range_Km,Efficiency_WhKm,FastCharge_KmH,RapidCharge,PowerTrain,PlugType,BodyStyle,Segment,Seats,PriceEuro,Car,Style,Transmission,VehicleType,PriceRange(Lakhs),Capacity,BootSpace,BaseModel,TopModel
,,,,,,,,,,,Noida Authority,"In front of Marie gold exports ltd, A block, sector-64, Noida","Electric Vehicle Charger, In front of Marie gold exports ltd, A block, sector-64, Noida",28.611892,77.3762261,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"In front of Hexagon pvt ltd, sector-65, Noida","Electric Vehicle Charger, In front of Hexagon pvt ltd, sector-65, Noida",28.6127633,77.3871319,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"Charger 4,c/o SDMC, GK-1 N Block market, New Delhi,, Delhi - 110048","Electric Vehicle Charger, Charger 4,c/o SDMC, GK-1 N Block market, New Delhi,, Delhi - 110048",28.5730519,77.1735339,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"Charger 5, c/o SDMC, GK-1 N Block market, New Delhi,, Delhi - 110048","Electric Vehicle Charger, Charger 5, c/o SDMC, GK-1 N Block market, New Delhi,, Delhi - 110048",28.5730519,77.1735339,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"EESL PVR Priya Vasant Vihar, SDMC parking New Delhi, Near Gold's Gym","Electric Vehicle Charger, EESL PVR Priya Vasant Vihar, SDMC parking New Delhi, Near Gold's Gym",28.5576621,77.1576843,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"EESL PVR Priya Vasant Vihar, SDMC parking New Delhi, Near Plot 7","Electric Vehicle Charger, EESL PVR Priya Vasant Vihar, SDMC parking New Delhi, Near Plot 7",28.5576621,77.1576843,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"EV Parking Slot 3-5, SDMC Parking, Hauz Khas Village, Hauz Khas, 110016","Electric Vehicle Charger, EV Parking Slot 3-5, SDMC Parking, Hauz Khas Village, Hauz Khas, 110016",28.5533997,77.1941654,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"EV Parking Slot 5, SDMC Parking, Hauz Khas Village, Hauz Khas, 110016","Electric Vehicle Charger, EV Parking Slot 5, SDMC Parking, Hauz Khas Village, Hauz Khas, 110016",28.5533997,77.1941654,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"J-Block, Malviya Nagar, parking New Delhi","Electric Vehicle Charger, J-Block, Malviya Nagar, parking New Delhi",28.5836863,77.0801998,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"J-Block, Malviya Nagar, parking New Delhi","Electric Vehicle Charger, J-Block, Malviya Nagar, parking New Delhi",28.5836863,77.0801998,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"Veer Savarkar Marg, Lajpat Nagar, SDMC parking New Delhi","Electric Vehicle Charger, Veer Savarkar Marg, Lajpat Nagar, SDMC parking New Delhi",28.571886,77.242384,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"Feroze Gandhi Road, Lajpat Nagar, SDMC parking New Delhi","Electric Vehicle Charger, Feroze Gandhi Road, Lajpat Nagar, SDMC parking New Delhi",28.6428915,77.2190894,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"Meharchand Market, SDMC parking, New Delhi","Electric Vehicle Charger, Meharchand Market, SDMC parking, New Delhi",28.5860181,77.2279415,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"EESL H-Block, Sarita Vihar, SDMC parking New Delhi","Electric Vehicle Charger, EESL H-Block, Sarita Vihar, SDMC parking New Delhi",28.534966,77.291393,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"EESL, Plot 81-85, Nehru Place, SDMC Parking, New Delhi","Electric Vehicle Charger, EESL, Plot 81-85, Nehru Place, SDMC Parking, New Delhi",28.5488714,77.2541062,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NRANVP,"NRANVP, PARYAVAS BHAWAN, NORTH BLOCK, SECTOR 19, NAYA RAYPUR MARG, ATAL NAGAR RAIPUR","Electric Vehicle Charger, NRANVP, PARYAVAS BHAWAN, NORTH BLOCK, SECTOR 19, NAYA RAYPUR MARG, ATAL NAGAR RAIPUR",21.1642265,81.7886588,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NRANVP,"CBDNAVA RAIPUR MARG, SECTOR 21,KAYABANDHA, ATAL NAGAR RAIPUR DIST. 492101 Chhatisgarh","Electric Vehicle Charger, CBDNAVA RAIPUR MARG, SECTOR 21,KAYABANDHA, ATAL NAGAR RAIPUR DIST. 492101 Chhatisgarh",21.1700582,81.7714469,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Diagonally op. Sasta Sundar Hospital, sector- 58, Noida","Electric Vehicle Charger, Diagonally op. Sasta Sundar Hospital, sector- 58, Noida",28.6067511,77.3597194,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"In front of affinity salon, sector- 51, Noida","Electric Vehicle Charger, In front of affinity salon, sector- 51, Noida",28.5773143,77.3609538,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Side parking of HCL building, sector-8, Noida","Electric Vehicle Charger, Side parking of HCL building, sector-8, Noida",28.5951643,77.328135,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Opp C-101 Jain air travels, sector-2, Noida","Electric Vehicle Charger, Opp C-101 Jain air travels, sector-2, Noida",28.5846875,77.3159296,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"H Block market, Haldiram, Car parking , sector - 63 , Noida - 201301","Electric Vehicle Charger, H Block market, Haldiram, Car parking , sector - 63 , Noida - 201301",28.6265817,77.3752161,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"H Block market, Haldiram, Car parking , sector - 63 , Noida - 201301","Electric Vehicle Charger, H Block market, Haldiram, Car parking , sector - 63 , Noida - 201301",28.6265817,77.3752161,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Electronic City , Metro Station parking gate no.2, Noida - 201301","Electric Vehicle Charger, Electronic City , Metro Station parking gate no.2, Noida - 201301",28.627941,77.37493,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Electronic City , Metro Station parking gate no.2, Noida - 201301","Electric Vehicle Charger, Electronic City , Metro Station parking gate no.2, Noida - 201301",28.627941,77.37493,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,Between kirti mann plaza and NMC hospital Sector 30 Noida,"Electric Vehicle Charger, Between kirti mann plaza and NMC hospital Sector 30 Noida",28.5727977,77.340531,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,Between kirti mann plaza and NMC hospital Sector 30 Noida,"Electric Vehicle Charger, Between kirti mann plaza and NMC hospital Sector 30 Noida",28.5727977,77.340531,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Near RTO OfficeSector 33A, Noida, Ghaziabad, Uttar Pradesh, 201301, India","Electric Vehicle Charger, Near RTO OfficeSector 33A, Noida, Ghaziabad, Uttar Pradesh, 201301, India",28.5821195,77.3266991,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Near RTO OfficeSector 33A, Noida, Ghaziabad, Uttar Pradesh, 201301, India","Electric Vehicle Charger, Near RTO OfficeSector 33A, Noida, Ghaziabad, Uttar Pradesh, 201301, India",28.5821195,77.3266991,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"road between sector 124 & 125 and beside SPCl Sector Road, Noida, Uttar Pradesh, 201313","Electric Vehicle Charger, road between sector 124 & 125 and beside SPCl Sector Road, Noida, Uttar Pradesh, 201313",28.5481935,77.3221938,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"road between sector 124 & 125 and beside SPCl Sector Road, Noida, Uttar Pradesh, 201313","Electric Vehicle Charger, road between sector 124 & 125 and beside SPCl Sector Road, Noida, Uttar Pradesh, 201313",28.5481935,77.3221938,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Sector 142, Near Advan Chowk  Noida, Uttar Pradesh, 201305","Electric Vehicle Charger,  Sector 142, Near Advan Chowk  Noida, Uttar Pradesh, 201305",28.4999533,77.4142541,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Sector 142, Near Advan Chowk  Noida, Uttar Pradesh, 201305","Electric Vehicle Charger,  Sector 142, Near Advan Chowk  Noida, Uttar Pradesh, 201305",28.4999533,77.4142541,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Sector 61 Opposite Shopprix Mall , Noida, Uttar Pradesh, 201305","Electric Vehicle Charger,  Sector 61 Opposite Shopprix Mall , Noida, Uttar Pradesh, 201305",28.5971,77.3649,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Sector 61 Opposite Shopprix Mall , Noida, Uttar Pradesh, 201305","Electric Vehicle Charger,  Sector 61 Opposite Shopprix Mall , Noida, Uttar Pradesh, 201305",28.5971,77.3649,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Sector 50  Central Market, Noida, Uttar Pradesh, 201305","Electric Vehicle Charger,  Sector 50  Central Market, Noida, Uttar Pradesh, 201305",28.5719972,77.3693678,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Sector 50 , Central Market,  Noida, Uttar Pradesh, 201305","Electric Vehicle Charger,  Sector 50 , Central Market,  Noida, Uttar Pradesh, 201305",28.5290983,77.4033806,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Ganga Shopping Complex, Sector 29, Noida, Uttar Pradesh 201301","Electric Vehicle Charger, Ganga Shopping Complex, Sector 29, Noida, Uttar Pradesh 201301",28.5721498,77.3375462,AC-001,10(3.3 kW each),Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Ganga Shopping Complex, Sector 29, Noida, Uttar Pradesh 201301","Electric Vehicle Charger, Ganga Shopping Complex, Sector 29, Noida, Uttar Pradesh 201301",28.5721498,77.3375462,AC-001,10(3.3 kW each),Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,Between kirti mann plaza and NMC hospital Sector 30 Noida,"Electric Vehicle Charger, Between kirti mann plaza and NMC hospital Sector 30 Noida",28.5727977,77.340531,AC-001,10(3.3 kW each),Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,Between kirti mann plaza and NMC hospital Sector 30 Noida,"Electric Vehicle Charger, Between kirti mann plaza and NMC hospital Sector 30 Noida",28.5727977,77.340531,AC-001,10(3.3 kW each),Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Sector 50  Central Market, Noida, Uttar Pradesh, 201305","Electric Vehicle Charger,  Sector 50  Central Market, Noida, Uttar Pradesh, 201305",28.5719972,77.3693678,AC-001,10(3.3 kW each),Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Sector 50  Central Market, Noida, Uttar Pradesh, 201305","Electric Vehicle Charger,  Sector 50  Central Market, Noida, Uttar Pradesh, 201305",28.5719972,77.3693678,AC-001,10(3.3 kW each),Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Sector 15, Nithari, Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, 201301, India","Electric Vehicle Charger, Sector 15, Nithari, Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, 201301, India",28.6265817,77.3752161,AC-001,10(3.3 kW each),Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"c/o SDMCHauz Khas VillageNew Delhi,Delhi - 110016","Electric Vehicle Charger, c/o SDMCHauz Khas VillageNew Delhi,Delhi - 110016",28.5471702,77.2002745,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"NMDC Parking, Dilli Haat, West Kidwai Nagar, New Delhi 110023","Electric Vehicle Charger, NMDC Parking, Dilli Haat, West Kidwai Nagar, New Delhi 110023",28.5772318,77.1972385,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Hotel Claridges, Tees January Marg, Dr. APJ Abdul Kalam Road, New Delhi- 110003","Electric Vehicle Charger, Hotel Claridges, Tees January Marg, Dr. APJ Abdul Kalam Road, New Delhi- 110003",28.602443,77.217889,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Sector 61 Opposite Shopprix Mall , Noida, Uttar Pradesh, 201305","Electric Vehicle Charger,  Sector 61 Opposite Shopprix Mall , Noida, Uttar Pradesh, 201305",28.5971,77.3649,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Sector 50 , Central Market,  Noida, Uttar Pradesh, 201305","Electric Vehicle Charger,  Sector 50 , Central Market,  Noida, Uttar Pradesh, 201305",28.5290983,77.4033806,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,CMRL,"Chennai Egmore metro, Chennai (CMRL)","Electric Vehicle Charger,  Chennai Egmore metro, Chennai (CMRL)",13.0730518,80.1938063,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,CMRL,"Chennai Metro Alandur station Car parking area, Alandur, Chennai 600016","Electric Vehicle Charger, Chennai Metro Alandur station Car parking area, Alandur, Chennai 600016",13.0042155,80.2015482,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"Charger 6, c/o SDMC, GK-1 N Block market, New Delhi,, Delhi - 110048","Electric Vehicle Charger, Charger 6, c/o SDMC, GK-1 N Block market, New Delhi,, Delhi - 110048",28.5730519,77.1735339,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"EV Parking Slot 3-5, SDMC Parking, N Block Market, Greater Kailash - 1 , 110048","Electric Vehicle Charger, EV Parking Slot 3-5, SDMC Parking, N Block Market, Greater Kailash - 1 , 110048",28.55664,77.2321386,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"EV Parking Slot 5, SDMC Parking, N Block Market, Greater Kailash - 1 , 110048","Electric Vehicle Charger, EV Parking Slot 5, SDMC Parking, N Block Market, Greater Kailash - 1 , 110048",28.55664,77.2321386,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"EV Parking Slot 2, SDMC Parking, Hauz Khas Village, Hauz Khas - 1 , 110016","Electric Vehicle Charger, EV Parking Slot 2, SDMC Parking, Hauz Khas Village, Hauz Khas - 1 , 110016",28.5730519,77.1735339,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SDMC,"Charger 2, SDMC Parking, Hauz Khas Village, New Delhi","Electric Vehicle Charger, Charger 2, SDMC Parking, Hauz Khas Village, New Delhi",28.553693,77.19925,DC-001,15 kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Back of Hotel Claridges Near NDMC Power Sub Station, Tees January Marg, Dr. APJ Abdul Kalam Road, New Delhi- 110003","Electric Vehicle Charger, Back of Hotel Claridges Near NDMC Power Sub Station, Tees January Marg, Dr. APJ Abdul Kalam Road, New Delhi- 110003",28.602443,77.217889,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Charger 1, Sector 2: State Bank of lndia, Noida - UP","Electric Vehicle Charger, Charger 1, Sector 2: State Bank of lndia, Noida - UP",28.5875036,77.31269,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Charger 2, Sector 2: State Bank of lndia, Noida - UP","Electric Vehicle Charger, Charger 2, Sector 2: State Bank of lndia, Noida - UP",28.5355161,77.3910265,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Charger 1, Sector 3: G-1 to G-50, Noida - UP","Electric Vehicle Charger, Charger 1, Sector 3: G-1 to G-50, Noida - UP",28.5355161,77.3910265,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Charger 2, Sector 3: G-1 to G-50, Noida - UP","Electric Vehicle Charger, Charger 2, Sector 3: G-1 to G-50, Noida - UP",28.5355161,77.3910265,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Charger 1, Sector 3: F-7 to F-8, Noida UP","Electric Vehicle Charger, Charger 1, Sector 3: F-7 to F-8, Noida UP",28.5355161,77.3910265,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Charger 2, Sector 3: F-7 to F-8, Noida UP","Electric Vehicle Charger, Charger 2, Sector 3: F-7 to F-8, Noida UP",28.5355161,77.3910265,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Charger 1, Sector 6: Reception Noida Authority, Noida, UP","Electric Vehicle Charger, Charger 1, Sector 6: Reception Noida Authority, Noida, UP",28.5925506,77.3183746,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Charger 2, Sector 6: Reception Noida Authority, Noida, UP","Electric Vehicle Charger, Charger 2, Sector 6: Reception Noida Authority, Noida, UP",28.5925506,77.3183746,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Sector 25A, Spice Mall plot area, Noida Authority, Noida, UP","Electric Vehicle Charger, Sector 25A, Spice Mall plot area, Noida Authority, Noida, UP",28.5862141,77.3411026,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Charger 2, Sec-25A: Spice Mall plot area","Electric Vehicle Charger, Charger 2, Sec-25A: Spice Mall plot area",28.5862141,77.3411026,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Charger 1, Sector 16: Parking near metro station, sector-16, Noida, UP","Electric Vehicle Charger, Charger 1, Sector 16: Parking near metro station, sector-16, Noida, UP",28.5773799,77.3144936,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Noida Authority,"Charger 2, Sector 16: Parking near metro station, sector-16, Noida, UP","Electric Vehicle Charger, Charger 2, Sector 16: Parking near metro station, sector-16, Noida, UP",28.5773799,77.3144936,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,ANERT,"DTPC office, thiruvananthapuram,Kerala- 605007","Electric Vehicle Charger, DTPC office, thiruvananthapuram,Kerala- 605007",8.5083388,76.9472347,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NRANVP,"KTDC Tourist Reception Centre Shanmugham road, Ernakulam, Marine drive, Kochi Kerala-682031","Electric Vehicle Charger, KTDC Tourist Reception Centre Shanmugham road, Ernakulam, Marine drive, Kochi Kerala-682031",9.9769209,76.2777812,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NRANVP,"State Council For Child Welfare, CV Raman Pillai Rd, Near Kerala, Housing Board, Thycaud, Thiruvananthapuram, Kerala 695014","Electric Vehicle Charger, State Council For Child Welfare, CV Raman Pillai Rd, Near Kerala, Housing Board, Thycaud, Thiruvananthapuram, Kerala 695014",8.491622,76.9562469,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,CMRL,"Tirumangalam Metro station, Chennai","Electric Vehicle Charger, Tirumangalam Metro station, Chennai",12.9918445,80.1418013,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,CMRL,"Tirumangalam Metro station, Chennai","Electric Vehicle Charger, Tirumangalam Metro station, Chennai",12.9918445,80.1418013,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,ANERT,"KTDC Tourist Reception Centre Shanmugham road, Ernakulam, Marine drive, Kochi Kerala-682031","Electric Vehicle Charger, KTDC Tourist Reception Centre Shanmugham road, Ernakulam, Marine drive, Kochi Kerala-682031",9.9769209,76.2777812,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NDMC,"Akashvani Bhawan, Sansad Marg, New Delhi 110001","Electric Vehicle Charger, Akashvani Bhawan, Sansad Marg, New Delhi 110001",28.6245157,77.2135555,CCS/ChADEMO/ Type 2 AC,142kW,Self Service,,,,,,,,,,,,,,,,,,,,,,,
