Name,Subtitle,Acceleration,TopSpeed,Range,Efficiency,FastChargeSpeed,Drive,NumberofSeats,PriceinGermany,PriceinUK,region,address,aux addres,latitude,longitude,type,power,service,Brand,Model,AccelSec,TopSpeed_KmH,Range_Km,Efficiency_WhKm,FastCharge_KmH,RapidCharge,PowerTrain,PlugType,BodyStyle,Segment,Seats,PriceEuro,Car,Style,Transmission,VehicleType,PriceRange(Lakhs),Capacity,BootSpace,BaseModel,TopModel
,,,,,,,,,,,,,,,,,,,Kia ,e-Niro 64 kWh,7.8,167.0,370.0,173.0,350,Yes,FWD,Type 2 CCS,SUV,C,5.0,38105.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Renault ,Zoe ZE50 R110,11.4,135.0,315.0,165.0,230,Yes,FWD,Type 2 CCS,Hatchback,B,5.0,31184.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Tesla ,Cybertruck Tri Motor,3.0,210.0,750.0,267.0,710,Yes,AWD,Type 2 CCS,Pickup,N,6.0,75000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Mazda ,MX-30 ,9.0,150.0,180.0,178.0,240,Yes,FWD,Type 2 CCS,SUV,C,5.0,32646.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Nissan ,Leaf e+,7.3,157.0,325.0,172.0,390,Yes,FWD,Type 2 CHAdeMO,Hatchback,C,5.0,37237.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Lexus ,UX 300e,7.5,160.0,270.0,193.0,190,Yes,FWD,Type 2 CHAdeMO,SUV,C,5.0,50000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CUPRA ,el-Born ,6.5,160.0,425.0,181.0,570,Yes,RWD,Type 2 CCS,Hatchback,C,4.0,45000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Renault ,Zoe ZE50 R135,9.5,140.0,310.0,168.0,230,Yes,FWD,Type 2 CCS,Hatchback,B,5.0,33133.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Mercedes ,EQA ,5.0,200.0,350.0,171.0,440,Yes,AWD,Type 2 CCS,SUV,C,5.0,45000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Tesla ,Model S Long Range,3.8,250.0,515.0,184.0,560,Yes,AWD,Type 2,Liftback,F,5.0,79990.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Hyundai ,Kona Electric 39 kWh,9.9,155.0,255.0,154.0,210,Yes,FWD,Type 2 CCS,SUV,B,5.0,33971.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Audi ,e-tron Sportback 55 quattro,5.7,200.0,380.0,228.0,610,Yes,AWD,Type 2 CCS,SUV,E,5.0,81639.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Skoda ,CITIGOe iV ,12.3,130.0,195.0,166.0,170,Yes,FWD,Type 2 CCS,Hatchback,A,4.0,24534.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SEAT ,Mii Electric ,12.3,130.0,195.0,166.0,170,Yes,FWD,Type 2 CCS,Hatchback,A,4.0,20129.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Kia ,e-Soul 64 kWh,7.9,167.0,365.0,175.0,340,Yes,FWD,Type 2 CCS,SUV,B,5.0,36837.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Opel ,Ampera-e ,7.3,150.0,335.0,173.0,210,Yes,FWD,Type 2 CCS,MPV,B,5.0,41906.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Porsche ,Taycan 4S,4.0,250.0,365.0,195.0,730,Yes,AWD,Type 2 CCS,Sedan,F,4.0,102945.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Lightyear ,One ,10.0,150.0,575.0,104.0,540,Yes,AWD,Type 2 CCS,Liftback,F,5.0,149000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Aiways ,U5 ,9.0,150.0,335.0,188.0,350,Yes,FWD,Type 2 CCS,SUV,C,5.0,36057.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Audi ,e-tron 55 quattro,5.7,200.0,365.0,237.0,590,Yes,AWD,Type 2 CCS,SUV,E,5.0,79445.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Tesla ,Roadster ,2.1,410.0,970.0,206.0,920,Yes,AWD,Type 2 CCS,Cabrio,S,4.0,215000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Opel ,Mokka-e ,8.5,150.0,255.0,176.0,390,Yes,FWD,Type 2 CCS,SUV,B,5.0,35000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Skoda ,Enyaq iV 80,8.8,160.0,420.0,183.0,560,Yes,RWD,Type 2 CCS,SUV,C,5.0,40000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Tesla ,Model X Long Range,4.6,250.0,450.0,211.0,490,Yes,AWD,Type 2,SUV,F,7.0,85990.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Honda ,e Advance,8.3,145.0,170.0,168.0,190,Yes,RWD,Type 2 CCS,Hatchback,B,4.0,35921.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DS ,3 Crossback E-Tense,8.7,150.0,250.0,180.0,380,Yes,FWD,Type 2 CCS,SUV,B,5.0,37422.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Renault ,Twingo ZE,12.6,135.0,130.0,164.0,-,No,RWD,Type 2,Hatchback,A,4.0,24790.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Citroen ,e-C4 ,9.7,150.0,250.0,180.0,380,Yes,FWD,Type 2 CCS,SUV,C,5.0,40000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Tesla ,Model S Performance,2.5,261.0,505.0,188.0,550,Yes,AWD,Type 2,Liftback,F,5.0,96990.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Renault ,Zoe ZE40 R110,11.4,135.0,255.0,161.0,230,Yes,FWD,Type 2 CCS,Hatchback,B,5.0,29234.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Tesla ,Model Y Long Range Performance,3.7,241.0,410.0,177.0,900,Yes,AWD,Type 2 CCS,SUV,D,7.0,65620.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Nissan ,Ariya 87kWh,7.6,160.0,440.0,198.0,520,Yes,FWD,Type 2 CCS,Hatchback,C,5.0,50000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Jaguar ,I-Pace ,4.8,200.0,365.0,232.0,340,Yes,AWD,Type 2 CCS,SUV,E,5.0,75351.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ford ,Mustang Mach-E ER RWD,7.0,180.0,450.0,200.0,430,Yes,RWD,Type 2 CCS,SUV,D,5.0,54475.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Porsche ,Taycan 4S Plus,4.0,250.0,425.0,197.0,890,Yes,AWD,Type 2 CCS,Sedan,F,4.0,109302.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Nissan ,e-NV200 Evalia ,14.0,123.0,190.0,200.0,190,Yes,FWD,Type 1 CHAdeMO,SPV,N,7.0,33246.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Tesla ,Cybertruck Dual Motor,5.0,190.0,460.0,261.0,710,Yes,AWD,Type 2 CCS,Pickup,N,6.0,55000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Renault ,Kangoo Maxi ZE 33,22.4,130.0,160.0,194.0,-,No,FWD,Type 2,SPV,N,5.0,38000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ford ,Mustang Mach-E ER AWD,6.0,180.0,430.0,209.0,410,Yes,AWD,Type 2 CCS,SUV,D,5.0,62900.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BMW ,i3s 120 Ah,6.9,160.0,230.0,165.0,260,Yes,RWD,Type 2 CCS,Hatchback,B,4.0,41526.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Skoda ,Enyaq iV 80X,7.0,160.0,400.0,193.0,540,Yes,AWD,Type 2 CCS,SUV,C,5.0,45000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Porsche ,Taycan Cross Turismo ,3.5,250.0,385.0,217.0,770,Yes,AWD,Type 2 CCS,Station,F,4.0,150000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Byton ,M-Byte 95 kWh 4WD,5.5,190.0,390.0,244.0,460,Yes,AWD,Type 2 CCS,SUV,E,5.0,64000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Sono ,Sion ,9.0,140.0,225.0,156.0,270,Yes,FWD,Type 2 CCS,Hatchback,C,5.0,25500.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Kia ,e-Niro 39 kWh,9.8,155.0,235.0,167.0,230,Yes,FWD,Type 2 CCS,SUV,C,5.0,34400.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Audi ,Q4 Sportback e-tron ,6.3,180.0,410.0,188.0,550,Yes,AWD,Type 2 CCS,SUV,D,5.0,57500.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Smart ,EQ forfour ,12.7,130.0,95.0,176.0,-,No,RWD,Type 2,Hatchback,A,4.0,22030.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ford ,Mustang Mach-E SR AWD,6.0,180.0,340.0,206.0,360,Yes,AWD,Type 2 CCS,SUV,D,5.0,54000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Porsche ,Taycan Turbo,3.2,260.0,390.0,215.0,810,Yes,AWD,Type 2 CCS,Sedan,F,4.0,148301.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Volkswagen ,ID.3 1st,7.3,160.0,340.0,171.0,470,Yes,RWD,Type 2 CCS,Hatchback,C,5.0,38987.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Tesla ,Model X Performance,2.8,250.0,440.0,216.0,480,Yes,AWD,Type 2,SUV,F,7.0,102990.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Smart ,EQ fortwo coupe,11.6,130.0,100.0,167.0,-,No,RWD,Type 2,Hatchback,A,2.0,21387.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ford ,Mustang Mach-E SR RWD,6.6,180.0,360.0,194.0,380,Yes,RWD,Type 2 CCS,SUV,D,5.0,46900.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Mercedes ,EQV 300 Long,10.0,140.0,330.0,273.0,290,Yes,FWD,Type 2 CCS,SPV,N,7.0,70631.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fiat ,500e Hatchback,9.0,150.0,250.0,168.0,330,Yes,FWD,Type 2 CCS,Hatchback,B,4.0,34900.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Tesla ,Cybertruck Single Motor,7.0,180.0,390.0,256.0,740,Yes,RWD,Type 2 CCS,Pickup,N,6.0,45000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Audi ,e-tron Sportback 50 quattro,6.8,190.0,295.0,219.0,470,Yes,AWD,Type 2 CCS,SUV,E,5.0,69551.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Skoda ,Enyaq iV vRS,6.2,180.0,400.0,193.0,540,Yes,AWD,Type 2 CCS,SUV,C,5.0,47500.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Skoda ,Enyaq iV 60,9.0,160.0,320.0,181.0,440,Yes,RWD,Type 2 CCS,SUV,C,5.0,37500.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Audi ,e-tron S 55 quattro,4.5,210.0,320.0,270.0,510,Yes,AWD,Type 2 CCS,SUV,E,5.0,93800.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Smart ,EQ fortwo cabrio,11.9,130.0,95.0,176.0,-,No,RWD,Type 2,Cabrio,A,2.0,24565.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Kia ,e-Soul 64 kWh,7.9,167.0,365.0,175.0,320,Yes,FWD,Type 2 CCS,SUV,B,5.0,36837.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Nissan ,Ariya e-4ORCE 87kWh,5.7,200.0,420.0,207.0,500,Yes,AWD,Type 2 CCS,Hatchback,C,5.0,57500.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fiat ,500e Convertible,9.0,150.0,250.0,168.0,330,Yes,FWD,Type 2 CCS,Cabrio,B,4.0,37900.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Volkswagen ,ID.3 Pro Performance,7.3,160.0,340.0,171.0,470,Yes,RWD,Type 2 CCS,Hatchback,C,5.0,35575.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Kia ,e-Soul 39 kWh,9.9,157.0,230.0,170.0,220,Yes,FWD,Type 2 CCS,SUV,B,5.0,33133.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Byton ,M-Byte 72 kWh 2WD,7.5,190.0,325.0,222.0,420,Yes,RWD,Type 2 CCS,SUV,E,5.0,53500.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Nissan ,Ariya 63kWh,7.5,160.0,330.0,191.0,440,Yes,FWD,Type 2 CCS,Hatchback,C,5.0,45000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Audi ,e-tron S Sportback 55 quattro,4.5,210.0,335.0,258.0,540,Yes,AWD,Type 2 CCS,SUV,E,5.0,96050.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Nissan ,Ariya e-4ORCE 63kWh,5.9,200.0,325.0,194.0,440,Yes,AWD,Type 2 CCS,Hatchback,C,5.0,50000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Nissan ,Ariya e-4ORCE 87kWh Performance,5.1,200.0,375.0,232.0,450,Yes,AWD,Type 2 CCS,Hatchback,C,5.0,65000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Byton ,M-Byte 95 kWh 2WD,7.5,190.0,400.0,238.0,480,Yes,AWD,Type 2 CCS,SUV,E,5.0,62000.0,,,,,,,,,
,,,,312 Km/Full Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tata Nexon EV,Compact SUV,Automatic,Electric,17.4,5 Seater ,350 L,XM ,Dark XZ Plus LUX 
,,,,306 Km/Full Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tata Tigor EV,Subcompact Sedan,Automatic,Electric,13.64,5 Seater ,316 L,XE ,XZ Plus Dual Tone 
,,,,437 Km/Full Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tata Nexon EV Max,Compact SUV,Automatic,Electric,19.24,5 Seater ,350 L,XZ Plus 3.3 kW ,XZ Plus Lux 7.2 kW 
,,,,419 Km/Full Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG ZS EV,Compact SUV,Automatic,Electric,25.88,5 Seater ,448 L,Excite ,Exclusive 
,,,,452 Km/Full Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyundai Kona Electric,Compact SUV,Automatic,Electric,23.98,5 Seater ,na,Premium Dual Tone ,HSE 
,,,,470 Km/Full Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaguar I-Pace,Premium Midsize Sedan,Automatic,Electric,112.0,5 Seater ,656 L,S ,Sportback 55 
,,,,388 Km/Full Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audi E-Tron GT,Premium Coupe,Automatic,Electric,180.0,5 Seater ,405 L,Quattro ,na
,,,,415 Km/Full Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BYD E6,Subcompact MPV,Automatic,Electric,29.15,5 Seater ,580 L,STD ,na
,,,,471 Km/Full Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercedes-Benz EQC,Compact SUV,Automatic,Electric,100.0,5 Seater ,na,na,na
,,,,425 Km/Full Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMW iX,Premium Fullsize SUV,Automatic,Electric,116.0,5 Seater ,na,na,na
,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porsche Taycan,Premium Sports Sedan,Automatic,Electric,150.0,4 Seater ,na,na,na
,,,,400 Km/Full Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audi E-Tron,Compact SUV,Automatic,Electric,119.0,5 Seater ,660 L,na,na
